ID,Ingredients,Cuisine
15,"onion, oil, cloves, skinless chicken thigh, ginger, water, chicken curry powder, chopped tomatoes",Indian
16,"cumin, beef stock, black pepper, tomato paste, beef, Garam Masala, powdered ginger, dried chiles, ghee, salt, turmeric, coriander seeds, lemon juice, garlic, onion",Indian
17,"Garam Masala, fresh root ginger, chopped coriander, ground turmeric, garlic cloves, ground coriander, chillies, natural yoghurt, sunflower oil, chopped tomatoes, onions, ground cumin, braising steak",Indian
18,"frozen green peas, diced green chiles, flour tortillas, black pepper, chutney, diced potatoes, ground cumin, curry powder, ground coriander, soy sauce, chili powder, raisins, salt",Indian
19,"ghee, Simply Organic Cayenne, organic low sodium chicken broth, yellow onion, garlic cloves, cilantro, red pepper, ground cumin, chicken breast, Simply Organic Curry Powder, sweet potato, ground turmeric, green beans, salt, cauliflower rice, full fat coconut milk, cashews",Indian
20,"garlic, garlic, Garam Masala, chilli powder, salt, ground ginger, cooking spray, Garam Masala, ground coriander, tomato puree, canned tomatoes, paprika, chicken breasts, fresh coriander, fat free greek yoghurt, red pepper, large onion, freshly ground black pepper, ground cumin, lemon juice, turmeric",Indian
21,"paprika, ground cumin, salt, cayenne pepper, ground coriander, turmeric, ground ginger",Indian
22,"diced onion, sea salt, coconut oil, coconut milk, ground turmeric, mild curry powder, sweet potato, large carrot, red lentils, ginger powder, vegetable broth, freshly ground black pepper",Indian
23,"heavy cream, chicken thighs, greek yogurt, paprika, coriander, salt, almonds, garlic, turmeric, ginger, Garam Masala, butter, tomato passata, olive oil, medium onion",Indian
24,"garlic paste, red chili powder, butter, lemon juice, ginger paste, turmeric, coriander seeds, ghee, green chilies, masala, salt, green chilies, tomatoes, black pepper, natural yogurt, chaat masala, cumin seeds, chicken, red chili powder, ghee, leaves, food color, red chili flakes, ginger, turmeric, chopped coriander, white vinegar",Indian
25,"curry powder, olive oil, coriander leaves, baby potatoes, garlic powder, fresh ginger, Garam Masala, kosher salt, red chili flakes, whole grain mustard, lime, minced garlic",Indian
26,"chopped fresh cilantro, basmati rice, moong dal, avocado oil, ground turmeric, sea salt, black pepper, fresh ginger, slices of lime, water, cumin seeds",Indian
27,"sugar, all purpose flour, dry yeast, yogurt, warm water, cooking oil, ghee, seeds, salt",Indian
28,"black pepper, red lentils, red pepper flakes, ground cumin, sea salt, garlic, curry powder, bell pepper, large onion, carrot, fresh ginger, sweetener, ground turmeric, coconut milk, vegetable oil, vegetable broth, paprika",Indian
29,"fresh ginger, garlic cloves, butter, curry powder, yellow onion, ground cardamom, non fat plain greek yogurt, cumin, cayenne pepper, cilantro, tomato paste, turmeric, green bell pepper, cooked white rice, boneless skinless chicken breast, coconut milk, jalapeno, heavy cream, sea salt, Garam Masala",Indian
30,"cinnamon stick, turmeric powder, onions, red chili powder, ginger garlic paste, tomato puree, salt, oil, bay leaf, cloves, coriander leaves, water, coriander powder, hard boiled eggs, garam masala powder",Indian
31,"crushed tomatoes, garlic cloves, fresh lime juice, ground cinnamon, ground cardamom, fresh ginger, ground nutmeg, salt, chopped fresh cilantro, ghee, boneless skinless chicken breasts, ground cumin, heavy cream, water, ground white pepper, Garam Masala, plain greek yogurt, onion, sweet paprika, cayenne pepper, ground coriander",Indian
32,"Yukon gold potatoes, ground turmeric, canola oil, red onion, red chile powder, cumin seeds, green cabbage, kosher salt, plum tomatoes, bay leaves, thai chiles",Indian
33,"spinach, cumin seeds, garlic, chopped tomatoes, Garam Masala, red onion, green lentils, ginger, turmeric powder, coconut milk, pepper, red lentils, water, curry powder, salt",Indian
34,"tomatoes, black pepper, curry leaves, coriander leaves, water, ghee, salt, coriander seeds, fenugreek seeds, dry red chilies, asafoetida, cumin seeds, black mustard seeds, rasam powder, red chili, cumin seeds",Indian
35,"medium potatoes, salt, chilli powder, chillies, fenugreek leaves, turmeric, gram flour, Garam Masala, cumin seeds, oil, ginger, water, onion, coriander",Indian
36,"mutton, red chilies, oil, garlic paste, turmeric powder, salt, red chili powder, tomatoes, coriander leaves, all-spice",Indian
37,"cinnamon sticks, cardamom pods, cloves, filtered water, peeled fresh ginger, green tea bags, coriander seeds",Indian
38,"salt, yellow onion, chicken, medium tomato, frozen green peas, curry powder, garlic, cooking oil, turmeric powder, medium potato, ginger powder, cayenne pepper powder, coconut milk",Indian
39,"turmeric powder, kalonji, paprika powder, oil, aubergines, plain yogurt, cummin, onion, sugar",Indian
40,"salt, Garam Masala, onions, chicken, oil, turmeric powder, coriander powder, garlic, tomato paste, oil, chilli powder",Indian
41,"plain yogurt, sea salt, rosewater, beet, ground cardamom, raw honey, beet, water, ice cubes",Indian
42,"ghee, turmeric powder, fennel seeds, salt, salt, ginger powder, mango powder, ghee, coriander powder, moong dal, all purpose flour, cumin powder, water, chilli powder",Indian
43,"garlic cloves, chickpeas, water, red onion, fresh ginger, cumin seeds, cilantro, salt, diced tomatoes, Garam Masala, ground turmeric, canola oil, ground coriander",Indian
44,"onion, chilli powder, jeera, milk, tomato paste, curd, paneer, spinach, kasuri methi, ghee, coriander, garam masala, minced garlic, asafoetida, minced ginger, turmeric powder",Indian
45,"coconut flakes, sugar, rose petals, water, green cardamom, almonds, ghee, green cardamom, sooji, chopped almond",Indian
46,"yellow onions, Garam Masala, ground coriander, cumin seeds, boneless, skinless chicken thighs, garlic cloves, yogurt, ground turmeric, crushed tomatoes, kosher salt, neutral oil, Roma tomatoes, cayenne, ginger, fresh tomatoes, Roma tomatoes, tomato paste, water",Indian
47,"cumin, vegetable oil, salt, garlic, onion, flour, black pepper, fresh parsley, cayenne pepper, chickpeas, ground cardamom, ground coriander",Indian
48,"salt, Garam Masala, tomato paste, garlic, tumeric, chili powder, fenugreek, heavy cream, cayenne pepper, skinless chicken breasts, ginger",Indian
49,"bhindi, olive oil, coriander powder, salt, ginger garlic paste, red chili powder, garam masala powder, tomatoes, turmeric powder, onion",Indian
50,"cinnamon stick, brown basmati rice, unsalted butter, ground turmeric, cloves, bay leaves, low sodium chicken broth, sea salt",Indian
51,"boneless, skinless chicken breasts, cornstarch, garlic cloves, curry powder, low sodium chicken broth, freshly ground black pepper, frozen peas, fresh ginger, greek yogurt, yellow onion, vegetable oil, salt, chopped fresh cilantro, sugar",Indian
52,"coriander powder, medium tomatoes, cooking oil, turmeric powder, chilli powder, cilantro, beets, salt, ginger garlic paste, garam masala powder, green chillies, onion",Indian
53,"clarified butter, ginger paste, turmeric powder, garam masala powder, coriander leaves, cumin powder, red chili powder, coriander powder, cooking oil, salt, chat masala, cottage cheese",Indian
54,"ginger, vegetable oil spray, curry powder, kosher salt, chicken breasts boneless skinless, ground turmeric, cayenne pepper, ground coriander, vegetable oil, crushed tomatoes, yellow onion, ground cumin, garlic, fat free plain yogurt",Indian
55,"cucumber, sea salt, cumin seeds, plain yogurt, chili pepper, cilantro, tomato, masala",Indian
56,"salt, bay leaf, milk, cashews, chopped tomatoes, butter, turmeric powder, cardamom seeds, yogurt, basmati rice, green chilies, cinnamon stick, vegetable oil, salt, mint leaves, minced garlic, cumin seeds, saffron threads, onion, cloves, red chilies, coriander leaves, skinless chicken thighs, ginger",Indian
57,"salt, oil, cloves, chopped tomatoes, spinach, full fat coconut milk, green cardamom, minced ginger, cinnamon, coriander powder, cumin seeds, Garam Masala, water, chopped onion, green chillies, firm tofu",Indian
58,"mushroom, cloves, chopped tomatoes, cumin seeds, spinach, salt, cream, fenugreek leaves, bayleaf, oil, cumin seeds, chilli powder, garlic, Garam Masala, finely chopped onions, ginger, chilli paste",Indian
59,"yellow onion, fresh ginger, diced tomatoes, fresh cilantro, oil, turmeric, cayenne, cumin seeds, spinach leaves, water, yellow split peas, jalapeños, coriander, mustard seeds, salt, garlic cloves",Indian
60,"slivered almonds, golden raisins, whole milk, basmati rice, sweetened condensed milk, ground cardamom",Indian
61,"mustard oil, chilli powder, chicken leg, salt, nutmeg, chilli powder, garlic paste, Garam Masala, lemon juice, ginger paste, yoghurt",Indian
62,"keema, turmeric powder, tomatoes, mint leaves, oil, green chili, Garam Masala, onions, garlic paste, red chili powder",Indian
63,"tandoori paste, mint sauce, coriander powder, lemon, fenugreek leaves, red food colouring, water, hot curry powder, salt, oil, turmeric, coriander leaf, chili powder, garlic ginger paste, cumin powder",Indian
64,"lemon, garlic, Thai chilies, cilantro leaves, baking soda, Garam Masala, juice, cumin seed, chickpeas, ginger, whole peeled tomatoes, ground coriander, vegetable oil, black mustard seed, ground turmeric, kosher salt, freshly ground black pepper, onion",Indian
65,"bay leaf, cloves, spice mix, red chili powder, green chili, green cardamom, green peas, peanuts, water, broccoli, mint leaves, Garam Masala, ginger, salt, cinnamon stick, cumin seeds, olive oil, mint, basmati rice, onion",Indian
66,"hot curry powder, garlic, olive oil, onion, brown lentils, homemade chicken stock, curry powder, salt, chopped parsley",Indian
67,"pineapple, salt, chilli, cinnamon stick, cardamom, oil, curry leaves, turmeric, water, sugar",Indian
68,"tomato sauce, kosher salt, curry powder, shrimp, ground coriander, light coconut milk, ground ginger, ground cumin, cilantro, chili powder, paprika, chili peppers, canola oil, ground turmeric, yellow onion, garlic",Indian
69,"Garam Masala, plain yogurt, canola oil, chicken thighs, garlic, cumin, cauliflower florets, fresh cilantro, yukon gold potatoes, fresh ginger, coriander, tomato paste, salt, black pepper",Indian
70,"chili powder, diced tomatoes, yellow onions, ground coriander, sea salt, ground turmeric, oil, garlic cloves, ground cumin, cardamom pods, ginger, cooked turkey, cream, almond butter, Garam Masala, coconut sugar",Indian
71,"unsalted butter, ground cumin, sugar, heavy cream, fresh ginger, turmeric, Garam Masala, salt, ground cumin, ground coriander, boneless skinless chicken breasts, chopped fresh cilantro, crushed tomatoes, medium yellow onion, salt, whole milk yogurt, Garam Masala, ground coriander, freshly ground black pepper",Indian
72,"mustard seeds, fresh cilantro, jalapeno pepper, fresh ginger, bay leaves, red chilis, Garam Masala, turmeric, unsalted butter, fenugreek, ground cumin, yellow lentils, red chili powder, medium tomato, salt",Indian
73,"fresh ginger, sea salt, diced tomatoes, Garam Masala, garlic cloves, olive oil, serrano chili pepper, full fat coconut milk, red lentils, coriander, baby spinach, red onion, ground cumin",Indian
74,"Garam Masala, turmeric powder, methi leaves, cilantro, cumin seed, organic tomatoes, bay leaf, salt, fresh corn, almond powder, coconut milk, coriander powder, ginger garlic paste, onion",Indian
75,"whole wheat bread, jaggery, cardamom seeds, milk, ghee, pistachios, water",Indian
76,"coconut oil, lime, Garam Masala, chili powder, coconut milk, coconut oil, ground ginger, coconut milk, tomato paste, curry powder, sea salt, curry powder, chili powder, small onion, ground black pepper, cauliflower, Garam Masala",Indian
77,"chili powder, black pepper, cooked rice, tomato paste, half-and-half, yellow onion, coriander, jalapeño, chicken broth, boneless skinless chicken breasts, chopped fresh cilantro, fresh ginger, cardamom, garlic, olive oil, salt, butter, Garam Masala",Indian
78,"cardamon, garlic, ginger, paprika, cinnamon, plain greek yogurt, salt, chicken legs, corriander, lemon juice, cayenne pepper, black pepper, ground cumin, turmeric, olive oil",Indian
79,"cumin seeds, instant yeast, bread flour, Garam Masala, water, oil, salt, salt, sugar, onions",Indian
80,"warm water, white sugar, minced garlic, egg, active dry yeast, bread flour, salt, butter, garam masala, milk",Indian
81,"coriander leaves, tomato, salt, curry leaves, nuts, sugar, lemon juice, chilli powder, poha, oil, seeds, turmeric, green chilli, mustard",Indian
82,"cubed pumpkin, lemon juice, cilantro, garlic clove, toor dal, Garam Masala, olive oil, curry powder, cumin seeds, minced ginger, red chili powder, onion, turmeric powder, salt",Indian
83,"salt, plain yogurt, red chilies, dry coconut, mustard seed, roasted peanuts, ghee",Indian
84,"fresh ginger, boneless chicken thighs, canola oil, garlic cloves, plain yogurt, Kashmiri red chili powder, dried fenugreek leaves, ground coriander, heavy cream, ground coriander, diced tomatoes, ground cumin, water, ground turmeric, steamed basmati rice, canola oil, salt",Indian
85,"green chillies, onion, rapeseed oil, dhal, black peppercorns, salt, cumin seeds",Indian
86,"garlic, dried red chilies, curry leaves, yellow lentils, yellow onion, garlic, Garam Masala, yellow onion, tomato, mayonnaise, ginger, curry leaves, salt, ground cumin, turmeric powder, ground cumin, dried red chilies, tomato, Garam Masala, ghee, mayonnaise, yellow lentils, salt, turmeric powder, ghee, ginger",Indian
87,"garlic, baby spinach leaves, coconut milk, coconut oil, cutlets, curry powder, cumin, ground ginger, sliced almonds, coriander, fresh coriander, salt, Garam Masala, onion, chopped tomatoes, turmeric, tomato paste",Indian
88,"beef, salt, black pepper, saffron, coriander powder, red chili powder, Garam Masala, ginger garlic paste, coriander powder, green chilies, cardamom, long grain rice, oil, chopped onions, ginger garlic paste, cinnamon, turmeric powder, salt, lemon juice, cumin powder, yogurt, milk",Indian
89,"fresh ginger, garam masala, large carrots, salt, sunflower oil, garlic, curry powder, coconut milk, diced tomatoes, ground turmeric, onion, red lentils",Indian
90,"ground black pepper, canola oil, garam masala powder, tomato paste, chilli powder, chickpeas, green chilli, hot water, chopped fresh cilantro, coriander powder, chilli powder, cumin powder, salt, medium tomatoes, onion, turmeric powder, ginger",Indian
91,"semolina, cardamom powder, dough, water, all purpose flour, oil, dry coconut, powdered sugar",Indian
92,"Greek yoghurt, chilli powder, ginger, coriander, fenugreek leaves, paneer, Garam Masala, garlic, salt, lemon, mustard oil, cumin seeds, green chilli",Indian
93,"water, red chili powder, salt, coriander powder, all-purpose flour, garam masala, finely chopped onion, cumin powder, turmeric powder, potato, oil, green chili, flour, lemon juice, oil, salt, coriander leaves",Indian
94,"green peppers, salsa, onions, masala, greek yogurt, coriander leaves, greek yogurt, onions, ground cumin, coriander leaves, salsa, chopped tomatoes, ground cumin, salt, green peppers, chopped tomatoes, masala, salt",Indian
95,"large garlic clove, plain yogurt, cucumber, kosher salt, mint leaves, cumin seeds",Indian
96,"green cardamom, agave syrup, milk, star anise, ginger, water, loose leaf black tea",Indian
97,"cumin seeds, yoghurt, bone-in chicken, garam masala powder, onions, chilli powder, olive oil, coriander powder, ginger garlic paste, bay leaf, sea salt, cinnamon stick, almonds",Indian
98,"coconut milk, minced ginger, turmeric, sugar, cayenne pepper, cilantro, Garam Masala, curry powder, onion, rice, lentils, butter, red curry paste, minced garlic, tomato puree",Indian
99,"ground cloves, chicken breast, olive oil, coriander powder, cucumber, plain greek yogurt, lime juice, cayenne pepper, naan, salt, coconut milk, cinnamon, cardamom, sea salt, ginger powder, garlic powder, black pepper, sesame oil, soy sauce, red onion, peanut butter, tumeric, nutmeg, chopped cilantro, honey, cumin powder",Indian
100,"cumin, feta cheese crumbles, plain yogurt, garlic, lemon, coconut, basmati rice, garlic, onions, plain yogurt, milk, spices, lemon, turmeric, fresh ginger, cauliflower, water, mint, cinnamon, pomegranate seeds, salt, salt",Indian
101,"whole milk, green cardamom pods, fresh ginger, cinnamon stick, star anise, cloves, honey",Indian
102,"cumin, garlic clove, milk, cayenne pepper, salt, red food coloring, skinless chicken pieces, fresh lemon, turmeric, pepper, garam masala powder, fresh ginger",Indian
103,"cilantro, chili powder, salt, potato, sugar, cumin powder, chaat masala, yogurt",Indian
104,"urad dal, lime, curry leaves, shredded coconut, mustard seeds, cooked white rice, asafoetida, roasted peanuts, green chili, coconut oil",Indian
105,"saffron, slivered almonds, jasmine rice, ground cardamom, unsalted butter, pistachios, light brown sugar, milk",Indian
106,"olive oil, curry, potatoes, onion, crushed tomatoes, pepper, vegetable stock, salt",Indian
107,"Garam Masala, lemon juice, oil, salt, green chili, cauliflower floret, ginger, carrots, cumin seeds, fennel seed, green peas, rice, red chili powder, turmeric, tomatoes, cilantro, potatoes",Indian
108,"fresh ginger, water, cinnamon stick, oil, leaves, onion, chicken, cloves, garlic cloves, ground coriander, red chili powder, Garam Masala, ground cumin, ground turmeric, canned tomatoes",Indian
109,"garlic cloves, cloves, cumin seeds, turmeric, salt, vegetable oil, water, chile flakes, onion, cinnamon, long grain rice, mustard seeds, cardamom pods",Indian
110,"lamb cutlets, honey, mango chutney, tomatoes, gluten, black mustard seeds, yoghurt, gluten, baby spinach leaves, sunflower oil, fresh ginger, spice mix, potatoes",Indian
111,"turmeric powder, black mustard seeds, minced garlic, oil, ghee, tomatoes, cumin powder, green chillies, coriander leaves, finely chopped onion, cooked rice, urad dal",Indian
112,"cumin, Scotch Bonnet pepper, all purpose flour, cilantro, sugar, garlic, salt, warm water, turmeric powder, chopped onion, active dry yeast, flour, curry powder, scallion",Indian
113,"cauliflower, no salt added diced tomatoes, salt, unsweetened coconut milk, curry powder, cilantro, chickpeas, brown sugar, basmati rice, coconut oil, pepper, sweet potato, small yellow onion",Indian
114,"salt, potatoes, mustard seeds, oil, turmeric powder, curry leaves, asafoetida, cloves, masala, tomato, coriander, coriander powder, green chilies",Indian
115,"spinach, frozen peas, oil, coconut milk, water, coconut, basmati rice, cilantro, clove, salt, chickpeas, korma paste, onions, butternut squash, curry paste",Indian
116,"chana dal, curry leaves, urad dal, urad dal, black sesame seeds, black peppercorns, red chillies, asafoetida, salt, white sesame seeds, sesame oil, red chillies, chana dal, mustard seeds, cooked rice",Indian
117,"salmon fillet, Garam Masala, lime juice, ginger garlic paste, salt, tandoori masala, chili powder, turmeric powder, oil, oil",Indian
118,"carrots, red onion, garam masala, cumin, salt, extra-virgin olive oil, ginger, ground lamb, fresh cilantro, fresh mint, lemon",Indian
119,"salt, semolina, water, sugar, sugar, rice powder, grated coconut, cumin powder, yeast",Indian
120,"yellow onion, Garam Masala, green chili, turmeric powder, water, cilantro leaves, all purpose gluten free flour, large potatoes, canola oil, chaat masala",Indian
121,"curry leaves, cardamom, lemon juice, salt, bay leaf, coriander leaves, cumin seeds, grated coconut, whole peppercorns, tomato, kalpasi, turmeric powder, chicken, oil, coriander seeds, cinnamon stick, star anise, onion, curry leaves",Indian
122,"chili powder, coriander powder, sambhar powder, oil, mustard seeds, water, fresh curry leaves, baby potatoes, salt, asafetida, coconut, turmeric powder",Indian
123,"coriander leaves, spring onions, salt, Garam Masala, potatoes, onions, chilli powder, lemon juice, self raising flour, spinach leaves, green chilli, gram flour, sunflower oil, tandoori masala",Indian
124,"lentils, zucchini, salt, large garlic cloves, ground cumin, cumin seeds, oil, ground turmeric, fresh coriander, paprika, onion, ground coriander, water",Indian
125,"dry red chilies, salt, garlic paste, fennel, oil, turmeric powder, coriander seeds, chicken, cashew nuts, cloves, black pepper corns, onion, cumin seeds, cinnamon",Indian
126,"dinner rolls, idaho potatoes, lime juice, chopped cilantro, oil, salt, garam masala",Indian
127,"garlic, cumin seeds, ground coriander, red pepper flakes, basmati rice, baby spinach, chopped fresh cilantro, millet, virgin coconut oil, light coconut milk, sorghum, diced tomatoes, ground turmeric, lime wedges, sweet potato, chickpeas, quinoa, basmati rice, millet, fresh ginger, coconut flakes, medium onion, freshly ground black pepper, quinoa",Indian
128,"chili powder, onion, Garam Masala, coriander, cauliflower, salt, tumeric, butter, medium potatoes",Indian
129,"coconut sugar, ground black pepper, coconut oil, garlic, tomato paste, coconut milk, chickpeas, cumin, Garam Masala, tomato sauce, curry powder, fresh ginger, red onion, sea salt, lime",Indian
130,"black pepper, medium onion, turmeric powder, cumin powder, oil, ginger paste, boneless chicken breast, salt, sugar, medium tomatoes, coriander powder, heavy cream, butter, hot water, Garam Masala, tomato ketchup, coriander",Indian
131,"ginger powder, black peppercorn, green cardamom, fennel seeds, black peppercorn, fennel seeds, green cardamom, cinnamon stick, nutmeg, cloves, nutmeg, cinnamon stick, cloves, ginger powder",Indian
132,"seeds, whole wheat flour, chili sauce, olive oil, turmeric, green onion, warm water, salt, olive oil, garam masala, salt, eggs, luke warm water, flour, green onions, all purpose flour, black pepper",Indian
133,"coriander powder, chilli powder, garlic paste, vegetable oil, green bell pepper, Garam Masala, tomato, coriander leaves, button mushroom, onion, ginger paste, green peas, cumin seed, green chilli",Indian
134,"ground cloves, tomato paste, Garam Masala, ground cinnamon, curry powder, ground cardamom, stew beef, red onion, black pepper, kosher salt, canned chopped tomatoes",Indian
135,"cayenne pepper, corriander, turmeric, salt, ground ginger, garlic powder, ground cumin, Garam Masala, paprika",Indian
136,"Garam Masala, minced garlic, fine sea salt, ginger, ghee, diced tomatoes, cayenne, boneless, skinless chicken thighs, coconut milk, yellow onion, turmeric, chopped cilantro",Indian
137,"cumin seeds, ginger, salt, fresh coriander, garam masala, chillies, potatoes",Indian
138,"ground cumin, roasting chicken, ground coriander, plain yogurt, ground cloves, ground almonds, salt, ground turmeric, ground cloves, powdered garlic, ground pepper, ground cinnamon",Indian
139,"nutmeg, yellow onion, chicken breast, heavy cream, butter, cardamom, fresh ginger, coriander, black pepper, salt, Garam Masala, corn starch, water, chili powder, garlic, cooked white rice, chicken broth, olive oil, tomato paste, jalapeño pepper, fresh cilantro",Indian
140,"heavy cream, paprika, scallions, garlic cloves, salt, olive oil, butter, brown sugar, shrimps, tumeric, hot peppers",Indian
141,"tomato, fresh ginger, coriander powder, crushed garlic, coconut oil, curry leaves, fresh coriander, green chillies, chilli powder, coconut milk, salt, cumin powder, turmeric powder, onions, chicken pieces, water",Indian
142,"lemon, diced yellow onion, cumin seeds, garlic cloves, paprika, minced ginger root, red lentils, cinnamon stick, kosher salt, vegetable oil, ground cardamom, medium tomato, cilantro leaves, ground turmeric, green chili pepper",Indian
143,"tomatoes, tomato ketchup, turmeric powder, onions, cinnamon stick, green chilies, green cardamom, salt, bay leaf, ginger, cumin seeds, garlic, ghee, coriander powder, cloves, garam masala, chili powder, coriander leaves, hard boiled eggs",Indian
144,"cardamom powder, cold milk, Greek yoghurt, bananas, ice cubes, sugar",Indian
145,"fillets, salt, lemons, chilli powder, oil, garam masala powder, turmeric powder",Indian
146,"heavy cream, cilantro leaves, butter, garlic, yogurt, onion, ground cumin, kosher salt, fresh ginger, paprika, juice, whole peeled tomatoes, chicken pieces, cayenne pepper, ground turmeric, ground coriander seed",Indian
147,"garlic cloves, black pepper, cumin seeds, chopped cilantro, coriander powder, onions, ginger, salt, green chili pepper, turmeric powder, zucchini squash, medium tomato, red chili powder, canola oil",Indian
148,"cumin seeds, coconut, mustard seeds, salt, red chillies, kale, small onion, curry leaves, coconut oil",Indian
149,"fennel seeds, fenugreek leaves, ginger, salt, cinnamon stick, stewed tomatoes, green cardamom, garlic, nutritional yeast, Garam Masala, head cauliflower, salt, coconut oil, lemon juice, black cardamom, raw cashew nuts, Garam Masala, vegetable oil, cloves, chili peppers",Indian
150,"paprika, coconut oil, mustard seeds, salt, frozen peas, fresh parsley, pepper, prawns, onion, garlic cloves, cumin seeds, lemon, cumin, coriander, turmeric, coconut milk, Garam Masala",Indian
151,"garlic, fresh ginger, unsalted butter, paprika, water, boneless skinless chicken breast, Garam Masala, diced tomatoes, garlic, tomato paste, pepper, steamed rice, salt, heavy cream, salt, jalapenos, Garam Masala, plain yogurt, minced ginger, chopped cilantro, lemon juice",Indian
152,"red pepper flakes, ginger root, extra virgin olive oil, coconut flour, ground black pepper, salt, full fat coconut milk, curry powder, turmeric powder, onion, garlic, ground coriander, chickpeas, ground cumin, tomato paste, lime juice",Indian
153,"chickpeas, onion, mustard seeds, turmeric, coconut milk, coriander powder, cayenne pepper, ginger, diced tomatoes, red bell pepper, ground cardamom, garam masala, garlic, ground cloves, vegetable oil, salt",Indian
154,"salted peanuts, medium tomatoes, lemon, red chilli, coriander, chaat masala, small onion",Indian
155,"Garam Masala, turmeric powder, cooked rice, garlic paste, green peas, red chili powder, tomato, onions, mint leaves, oil, mutton, salt, coriander leaves, corn kernels, green chili, coriander powder",Indian
156,"ginger garlic paste, green chilies, salt, goat, milk, salt, coriander powder, cinnamon, cardamoms, ghee, black peppercorns, chopped cilantro, bay leaves, jeera, caraway seeds, oil, mint leaves, turmeric, yogurt, lime, garam masala powder, chili powder, onion, oil, oil, ginger garlic paste, saffron, cloves, rice",Indian
157,"cashews, fresh coriander, ground cinnamon, coriander seeds, Garam Masala, tomato puree, ginger, cashews, ground turmeric, ground cardamom, vegetable stock, coconut milk, red onion, cumin seeds, oil, lemon, extra firm tofu, ground cumin, garlic cloves, hot chilli powder, water",Indian
158,"red chili powder, oil, rajma, masala, coriander powder, jeera, garam masala",Indian
159,"curry powder, fresh ginger, freshly ground black pepper, bell peppers, full fat coconut milk, diced tomatoes, ground turmeric, salt, garlic cloves, chopped fresh cilantro, olive oil, red pepper flakes, chickpeas",Indian
160,"tomatoes, butter, garlic, curry leaves, cumin seeds, onion, ginger, ground turmeric, mustard seeds, salt, jalapeno peppers, dried chilies, dhal, water",Indian
161,"cumin powder, ginger, vegetable oil, flour, red chili powder, turmeric, salt, coriander leaves, coriander powder, cumin seeds, medium potatoes",Indian
162,"minced ginger, oil, ground cumin, fresh tomatoes, diced tomatoes, mustard seed, green chiles, water, basmati rice, yellow onion, Indian curry powder, diced tomatoes, masoor dal, salt, garlic, ground coriander, cilantro",Indian
163,"salt, saffron threads, extra-virgin olive oil, yellow onion, chicken stock, salt, basmati rice",Indian
164,"coriander leaves, pastry dough, green chilies, red chili powder, tea, onion, oil, lemon juice, cumin, potatoes, salt",Indian
165,"turmeric powder, water, cumin powder, avocado oil, coconut milk, salt, cayenne powder, sesame seeds, pepper, chilli flakes, fresh ginger, paprika powder, garlic, fresh cilantro, rice noodles, onions, Garam Masala",Indian
166,"green chili, turmeric powder, red chili powder, salt, oil, mustard seed, curry leaf, ginger, toor dal, ajwain, coriander leaf, wheat flour, salt, water, jaggery, turmeric powder, oil, flour, cumin seed, tomato, peanut, water, lemon juice",Indian
167,"mustard seeds, coriander leaves, cashew nuts, onion rings, green chillies, oil, raisins, sugar, onions, lemon juice, salt, peanuts, curry leaves, coconut, asafoetida, turmeric powder",Indian
