ID,Ingredients,Cuisine
38,"grated Parmesan cheese, garlic, chicken thigh fillets, virgin olive oil, panko breadcrumbs, breadcrumbs, dried parsley, mozzarella cheese, dried Italian herbs, sea salt, garlic powder, pasta, sea salt, garlic powder, medium egg, vegetable stock powder",Italian
39,"part-skim mozzarella cheese, grated Parmesan cheese, part-skim ricotta cheese, dri oregano leaves, crush, ground beef, ragu pasta sauce, rotini pasta, cook and drain",Italian
40,"salt, cooked lasagna noodles, onion, garlic cloves, ricotta cheese, shredded rotisserie chicken, fresh baby spinach, black pepper, heavy cream, unsalted butter, shredded mozzarella cheese, grated Parmesan cheese",Italian
41,"sugar, amaretto liqueur, mascarpone cheese, cocoa powder, egg yolks, ladyfingers, egg whites, espresso",Italian
42,"salt, frozen chopped spinach, ricotta cheese, shredded mozzarella cheese, lasagna noodles, marinara sauce, large egg",Italian
43,"Italian herb seasoning, shredded mozzarella cheese, grated Parmesan cheese, marinara sauce, garlic, Italian bread, pepperoni slices",Italian
44,"boneless, skinless chicken breasts, mozzarella cheese, prepared pesto, Roma tomatoes",Italian
45,"grape tomatoes, unsalted butter, lemon, fresh parsley, Urfa pepper, kosher salt, dry white wine, red pepper flakes, garlic cloves, parmigiano, large shrimp, extra virgin olive oil, linguine",Italian
46,"gnocchi, sun dried tomatoes, garlic, dry white wine, baby spinach, shallots, dried parsley, olive oil, grated Parmesan cheese, heavy cream, fresh parsley",Italian
47,"salt, goat cheese, pepper, olive oil, arborio rice, sliced mushrooms, fresh basil, red wine, unsalted butter, low sodium chicken stock, garlic cloves",Italian
48,"chicken sausage, garlic cloves, chopped kale, bay leaf, petite diced tomatoes, sea salt, chopped onion, ditalini pasta, ground pepper, dried basil, olive oil, vegetable broth, white beans, dried rosemary, dried oregano",Italian
49,"Italian seasoning, freshly ground black pepper, fresh basil, extra virgin olive oil, diced tomatoes, garlic, salt",Italian
50,"large egg yolks, brewed espresso, lady fingers, dark rum, Frangelico, cocoa powder, mascarpone cheese, sugar, heavy cream",Italian
51,"olive oil, Great Northern Beans, lean ground beef, red kidney beans, tomato sauce, dried basil, low sodium chicken broth, water, diced tomatoes, granulated sugar, ditalini pasta, dried thyme, dried oregano, fresh parsley, freshly ground black pepper, salt, marjoram, garlic, diced celery, romano cheese, yellow onion, carrots",Italian
52,"egg yolks, pastry dough, cornstarch, whole milk, heavy cream, pastry cream, vanilla, caster sugar, lemon, caster sugar, egg",Italian
53,"eggs, salt, pancetta, Parmesan cheese, Parmesan cheese, pepper, eggs, cream, garlic cloves, pepper, butter, spaghetti, salt",Italian
54,"chicken breasts, Parmesan cheese, minced garlic, black pepper, dry bread crumbs, olive oil, dried basil",Italian
55,"fresh basil, olive oil, tomato paste, sauce, crushed red pepper flakes, kosher salt, Parmigiano Reggiano, unsalted butter, penne, vodka, yellow onion, fresh ground black pepper, toasted baguette, garlic, whole peeled tomatoes, heavy cream, dried oregano",Italian
56,"black pepper, italian seasoning, yellow pepper, italian sausage, parsley, garlic, diced tomatoes with juice, basil, orange pepper, egg noodles, red pepper, white wine, salt",Italian
57,"grated Parmesan cheese, pizza sauce, Pillsbury™ Refrigerated Crescent Dinner Rolls, sliced pepperoni, shredded mozzarella cheese",Italian
58,"chopped onion, freshly ground black pepper, broccoli, freshly grated Parmesan cheese, olive oil, zucchini, salt, cooked lasagna noodles, salt, yellow squash, nutmeg, 1% low fat cottage cheese, all purpose flour, 1% low fat milk, freshly grated Parmesan cheese, garlic cloves, frozen chopped spinach, sliced carrot, shredded part skim mozzarella cheese",Italian
59,"bread, turkey, ham, red onion, tomato, provolone, salami, basil pesto, romaine lettuce, mozzarella",Italian
60,"unsalted butter, dried fettuccine, kosher salt, heavy cream, chopped parsley, grated Parmesan, freshly ground black pepper",Italian
61,"all purpose flour, lukewarm water, kosher salt, rosemary leaves, flaky sea salt, instant yeast, extra virgin olive oil",Italian
62,"grated Parmesan cheese, chicken broth, thyme sprigs, freshly ground pepper, asparagus, grated lemon zest, fine sea salt, heavy cream, shallot, extra virgin olive oil, dry white wine, fresh lemon juice, arborio rice, unsalted butter, fresh flat leaf parsley",Italian
63,"fresh oregano, mozzarella balls, red pepper flakes, yellow onion, San Marzano tomatoes, fresh basil, Italian flat leaf parsley, grated Parmesan cheese, garlic, fresh rosemary, potato gnocchi, freshly ground black pepper, kosher salt, heavy cream, DeLallo Extra Virgin Olive Oil",Italian
64,"celery, mayonnaise, cream cheese, shredded mozzarella cheese, italian dressing mix",Italian
65,"artichokes, white wine, olive oil, lemon, garlic, water, pecorino romano, olive oil spray, egg white, seasoned breadcrumbs, fat free chicken broth",Italian
66,"shredded mozzarella, shredded mozzarella, Italian flat leaf parsley, grated Parmesan cheese, sausage meat, freshly ground black pepper, salt, red pepper flakes, freshly ground black pepper, whole milk ricotta cheese, fresh mozzarella, salt, ground beef, extra-virgin olive oil, basil, grated Parmesan cheese, tomato sauce, crushed tomatoes, onions, oregano, lasagna noodles, chopped fresh mint, tomato paste, chopped garlic, eggs",Italian
67,"submarine rolls, boneless pork roast, olive oil, mozzarella cheese, pesto, roasted red peppers, mayonnaise",Italian
68,"dried basil, red pepper flakes, dried rosemary, extra-virgin olive oil, fennel seeds, celery seeds, hungarian sweet paprika, red wine vinegar, dried oregano, garlic powder, dried parsley, honey, dried thyme, sea salt, freshly ground black pepper, grated Parmesan cheese, onion powder",Italian
69,"Italian seasoning, black pepper, 85% lean ground beef, marinara sauce, salt, grated Parmesan cheese, garlic, grated Parmesan cheese, dried breadcrumbs, eggs",Italian
70,"Parmesan cheese, pepper, red pepper flakes, lemon juice, salt, fettuccine, garlic, olive oil, parsley",Italian
71,"extra-virgin olive oil, black pepper, rosemary, plum tomatoes, salt, tomato paste, dried oregano, red bell pepper, garlic, dried basil, dried parsley",Italian
72,"vegetable oil, New York (top loin) pork chops, Parmesan cheese, egg, seasoned bread crumbs",Italian
73,"italian seasoned dry bread crumbs, grated Parmesan cheese, hellmann's or best foods real mayonnaise, boneless skinless chicken breast halves",Italian
74,"large garlic cloves, aged balsamic vinegar, ground black pepper, sea salt, heirloom tomatoes, basil, extra virgin olive oil",Italian
75,"garlic, coarse sea salt, arugula, whole wheat penne, basil pesto, extra-virgin olive oil, pine nuts, fresh mozzarella, cherry tomatoes",Italian
76,"crumbled feta cheese, Italian salad dressing, cherry, sliced black olives, cucumber, rotini pasta, diced red onion",Italian
77,"grated Parmesan cheese, pasta sauce, heavy cream, whole wheat pasta, fresh basil leaves, grape tomatoes, fresh mozzarella",Italian
78,"butter, lemon, dried parsley, heavy cream, italian seasoning, olive oil, grated Parmesan cheese, black pepper, dry white wine, salt, shrimp, garlic cloves, pasta",Italian
79,"grated Parmesan cheese, mozzarella, cottage cheese, egg, lasagna noodles, dried parsley, tomato sauce, Italian sausage, spaghetti sauce",Italian
80,"ground pepper, all purpose flour, lemon juice, white wine, chicken, butter, chives, salt, salt, angel hair pasta, pepper, reduced sodium chicken broth, fresh lemon juice, garlic",Italian
81,"sun dried tomatoes, butter, heavy cream, grated Parmesan cheese, bucatini",Italian
82,"garlic salt, large eggs, ground Italian sausage, Parmesan cheese, Italian bread crumbs, dried parsley, dried basil, lean ground beef, black pepper",Italian
83,"Italian seasoning, mustard, pork chops, shredded mozzarella cheese, olive oil",Italian
84,"zucchini, marinara sauce, pepperoni, fresh parsley, shredded mozzarella cheese, italian sausage",Italian
85,"yeast, extra-virgin olive oil, warm water, bread flour, brine-cured olives, salt",Italian
86,"pepper, extra-virgin olive oil, spaghetti, white wine, crimini mushrooms, diced tomatoes, freshly grated Parmesan, sweet onion, garlic cloves, unsalted butter, salt, italian seasoning, chopped parsley, low sodium chicken, heavy cream",Italian
87,"garlic, butter, arborio rice, chicken broth, grated Parmesan cheese, fresh parsley, finely chopped onion",Italian
88,"lasagna noodles, salt, milk, olive oil, dried basil, grated Parmesan Romano cheese, boneless skinless chicken breast, shredded mozzarella, egg, oregano, grated Parmesan Romano cheese, flour, whole milk ricotta cheese, fresh mushrooms, dried oregano, black pepper, butter, butter",Italian
89,"red pepper flakes, onion, Italian seasoning, parsley, olive oil, ziti, ground beef, mozzarella cheese, tomatoes, tomato sauce, juice, garlic, pepper, egg, italian sausage, whole milk ricotta cheese, grated Parmesan cheese, salt",Italian
90,"marinara sauce, fresh mozzarella, basil leaves, olive oil, polenta, crushed red pepper",Italian
91,"large egg, fresh spinach leaves, jumbo pasta shells, freshly ground black pepper, fresh basil, grated Parmesan cheese, marinara sauce, olive oil, garlic, kosher salt, mozzarella cheese, ricotta cheese",Italian
92,"onion, fresh rosemary, shaved Parmesan cheese, celery, pasta, fresh basil, carrots, chicken stock, salt, Italian seasoning, Italian parsley, olive oil, bay leaf, cooked chicken, black pepper, chicken, garlic",Italian
93,"grated Parmesan cheese, olive oil, dried parsley, pork chops, salt, bread crumbs",Italian
94,"garlic powder, milk, pepper, dried basil, white wine, dried oregano, butter, flour, ground mustard, Parmesan, elbow macaroni, salt, monterey jack cheese, fresh basil, mozzarella cheese",Italian
95,"tomato sauce, tomato paste, dried oregano, garlic cloves, granulated sugar, dried basil, onion powder",Italian
96,"dried basil, lemon juice, green olives, sea salt, peppers, pepperoncini, romaine, fresh basil leaves, red onion, dried oregano, red wine vinegar, extra virgin olive oil, genoa salami, deli meat, fennel seeds, grape tomatoes, provolone, pepperoni",Italian
97,"cumin, ground beef, wonton wrappers, ricotta cheese, pepper, salt, chorizo sausage, cheddar cheese, basil, spaghetti sauce",Italian
98,"lemon juice, honey, dried oregano, salt, crushed red pepper flakes, black pepper, apple cider, garlic, Italian seasoning, olive oil",Italian
99,"garlic, spicy sausage, Italian seasoning, beef broth, chopped tomatoes, tomato paste, bell peppers, onion, bay leaf",Italian
100,"butter, black pepper, bread flour, large eggs, ricotta, salt, grated Parmesan",Italian
101,"warm water, olive oil, sun dried tomatoes, Italian seasoning, kalamata olives",Italian
102,"chicken stock, fresh basil leaves, mild Italian sausage, heavy cream, garlic, roasted red bell peppers, freshly ground black pepper, Italian seasoning, tomato sauce, kosher salt, all purpose flour, olive oil, sweet onion, pasta shells, freshly grated Parmesan",Italian
103,"olive oil, smoked paprika, sun dried tomatoes, pasta, garlic powder, whipping cream, chicken broth, flour, Italian seasoning, fresh basil, Dijon mustard, chicken breasts, baby spinach, lemon juice, grated Parmesan cheese, salt, pepper",Italian
104,"garlic, black pepper, frozen chopped spinach, New York pork chops, fresh oregano, Parmesan cheese, salt, sun-dried tomatoes",Italian
105,"large eggs, Parmesan cheese, seasoned bread crumbs, parsley, New York (top loin) pork chops, black pepper, olive oil, lemon wedges, romano cheese, flour, spaghetti",Italian
106,"eggs, unsalted butter, Italian flat leaf parsley, olive oil, eggs, slivered almonds, kosher salt, unsalted butter, all purpose flour, chicken breasts, all purpose flour, dry white wine, dry white wine, fresh parsley, salt, black pepper, pepper, sunflower oil, fresh lemon juice, almonds, fresh lemon juice",Italian
107,"pepper, part skim mozzarella cheese, garlic cloves, green bell pepper, rigatoni pasta, italian sausages, Parmesan, salt, marinara, extra-virgin olive oil, yellow onion",Italian
108,"paprika, penne pasta, mozzarella cheese, large garlic cloves, sun-dried tomatoes in oil, salt, crushed red pepper flakes, salt, pasta cooking water, chicken breast tenders, basil, half & half",Italian
109,"large egg yolks, gluten-free pasta, pecorino romano cheese, water, heavy cream, white onion, black pepper, kosher salt, bacon, fresh peas, Parmesan cheese, freshly ground pepper",Italian
110,"Kraft Sun Dried Tomato Vinaigrette Dressing, chicken breasts, feta cheese, sundried tomatoes, spinach, mozzarella cheese",Italian
111,"onion powder, salt, garlic powder, vegan butter, Italian seasoning, gluten free pizza crust",Italian
112,"almond extract, large egg yolks, heavy cream, marsala wine, pure vanilla extract, biscotti, caster sugar",Italian
113,"Italian seasoning, Parmesan, no salt added diced tomatoes, cooked brown rice, extra virgin olive oil, ground chicken, shredded mozzarella, chopped fresh basil, red bell peppers, garlic powder, kosher salt, red pepper flakes",Italian
114,"olive oil, large carrots, chicken stock, Parmesan, egg, garlic, pepper, chopped onion, bread crumbs, sausage casings, ground chicken, salt, celery, spinach, orzo, Italian seasoning",Italian
115,"black grapes, active dry yeast, coarse sea salt, milk, salt, sugar, all purpose flour, warm water, olive oil, rosemary needles, coarse sugar",Italian
116,"Tyson® Grilled Chicken Breast Strips, pesto sauce, Italian bread, olive oil, provolone cheese",Italian
117,"shredded mozzarella, spaghetti sauce, sour cream, bowtie pasta, ground chuck, salt, garlic powder, olive oil, italian seasoning",Italian
118,"dried basil, tomato paste, black pepper, grated Parmesan cheese, mozzarella cheese, onion, diced tomatoes, garlic, button mushrooms, lasagna noodles, large eggs, cottage cheese, ground beef, dried parsley",Italian
119,"flour, candied orange peel, salt, milk, sugar, dry yeast, eggs, golden raisins, orange flavored liqueur, melted butter, lemon juice, vanilla extract, Orange, lemon",Italian
120,"shredded mozzarella cheese, garlic powder, garlic powder, spaghetti, marinara sauce, black pepper, low-moisture ricotta cheese, Italian seasoning, 85% lean ground beef, salt, Italian seasoning, grated Parmesan cheese",Italian
121,"fresh basil leaves, kosher salt, fresh mozzarella, olive oil, pizza dough, fresh lemon juice, semolina, shelled pistachios, pecorino romano, mortadella, grated Parmesan",Italian
122,"cracked black pepper, coarse sea salt, spaghetti, egg yolk, pancetta, large eggs, grated pecorino cheese",Italian
123,"buttermilk, cheese ravioli, marinara, vegetable oil, freshly grated Parmesan, italian style bread crumbs",Italian
124,"zucchini, garlic, pepper, frozen spinach, salt, San Marzano tomatoes, ground beef, tomato paste, grated Parmesan, butter, part skim ricotta",Italian
125,"shaved Parmesan, bacon, Fontina cheese, black pepper, egg yolks, ricotta cheese, boneless and skinless chicken breast, butter, garlic, Parmesan cheese, Parmesan cheese, mozzarella cheese, gnocchi, heavy cream, cream cheese, fresh parsley, salt, sour cream, milk",Italian
126,"grated Parmesan cheese, cheese tortellini, olive oil, garlic, kosher salt, baby spinach, freshly ground black pepper, red pepper flakes, plum tomatoes",Italian
127,"fresh lemon juice, flat leaf parsley, chicken broth, garlic, olive oil, ground black pepper, unsalted butter, chicken breast cutlets, kosher salt, capers",Italian
128,"italian seasoning, wonton wrappers, boneless skinless chicken breast, grated Parmesan cheese, pasta sauce, seasoned croutons, mozzarella cheese",Italian
129,"white onion, vegetable stock, finely chopped fresh parsley, lentils, fire-roasted diced tomatoes, garlic, dried thyme, collard greens, diced celery, bay leaves, crushed red pepper, carrots, ground black pepper, virgin olive oil, grated Parmesan cheese",Italian
130,"fresh parsley, olive oil, garlic, low fat milk, Alfredo sauce, shredded mozzarella cheese, ziti, flour, cooked chicken, grated Parmesan cheese, black pepper, shredded Parmesan cheese, chicken broth, salt",Italian
131,"red pepper flakes, garlic, fresh basil, tomato, sea salt, yellow onion, pepper, dried oregano, extra-virgin olive oil, red wine",Italian
132,"Italian seasoning, chicken breasts, spinach, chicken broth, Parmesan cheese, garlic powder, heavy cream, sun-dried tomatoes in oil, mozzarella cheese, Italian seasoning, olive oil",Italian
133,"arborio rice, chicken broth, chives, shallot, salt, garlic, thick cut bacon, parmesan reggiano, dry white wine, pepper, olive oil, caramelized onions, unsalted butter",Italian
134,"pepper, fresh Parmesan cheese, ground beef, dried basil, garlic, carrots, worcestershire, dried oregano, red onion, olive oil, milk, salt, red wine, tomato paste, tomatoes",Italian
135,"minced garlic, egg, grated Parmesan cheese, kale, yellow onion, salt, diced tomatoes, ground turkey, low sodium chicken broth, pepper, plain dry breadcrumbs, olive oil",Italian
136,"garlic, rigatoni pasta, kosher salt, fresh basil leaves, olive oil, broccoli, freshly grated Parmesan cheese, rigatoni pasta, whole milk ricotta cheese, sweet italian sausage, garlic, shredded mozzarella cheese, kosher salt, shredded mozzarella cheese, whole milk ricotta cheese, freshly grated Parmesan cheese, kosher salt, broccoli, olive oil, marinara sauce, sweet italian sausage, kosher salt, marinara sauce, fresh basil leaves",Italian
137,"yellow onion, olive oil, sausage links, salt, garlic cloves, red bell pepper, marsala wine, dried oregano, crushed tomatoes, bell pepper, red pepper flakes, green bell pepper, sliced",Italian
138,"Parmesan cheese, roasted red peppers, cream cheese, basil pesto, mozzarella cheese",Italian
139,"grated Parmesan cheese, cooked chicken, sea salt, chicken broth, pastina, Parmesan cheese",Italian
140,"chopped parsley, lemon, lemon, broccoli stems, raw pistachios, salt, olive oil, pepper, penne, garlic",Italian
141,"crushed red pepper, shredded mozzarella, spaghetti sauce, cheese tortellini, ground beef, italian seasoning",Italian
142,"black pepper, eggs, chicken stock, Parmesan cheese, linguine, fresh parsley, garlic cloves, bacon, onion, white wine, butter",Italian
143,"tomato & basil pasta sauce, rosemary, onion powder, italian style meatballs, basil, frozen meatballs, garlic powder, oregano, shredded mozzarella cheese",Italian
144,"olive oil, grated Parmesan cheese, ground beef, garlic, fresh parsley, large eggs, yellow onion, mild Italian sausage, all purpose flour, breadcrumbs",Italian
145,"dry white wine, shallot, boneless, skinless chicken breasts, chicken stock, fresh tarragon, unsalted butter, freshly ground black pepper, sweet paprika, canola oil, yellow curry powder, kosher salt",Italian
146,"Ragu Alfredo Sauce, Italian bread, milk, shredded mozzarella cheese, eggs, frozen broccoli",Italian
147,"grated Parmesan cheese, butter, medium onion, vegetable stock, arborio rice, chopped parsley, dry white wine, olive oil, garlic",Italian
148,"shredded mozzarella cheese, grated Parmesan cheese, low-fat spaghetti sauce, parsley, tortellini",Italian
149,"ground black pepper, fettuccine, garlic cloves, salt, sweet onion, cremini mushrooms, milk, grated Parmesan cheese, olive oil",Italian
150,"zucchini, small yellow onion, parmigiano reggiano, marinara sauce, olive oil, italian seasoning, pepper, celery, ditalini pasta, baby spinach, fresh basil leaves, kidney beans, green beans, carrot, vegetable broth, salt",Italian
151,"garlic, red pepper flakes, extra-virgin olive oil, ricotta cheese, fresh basil, fettuccine, fresh parsley",Italian
152,"ground black pepper, red wine vinegar, olive oil, eggplant, tomatoes, fresh mint leaves, diced red onion, crumbled ricotta salata, capers",Italian
153,"dried parsley, dried basil, dried oregano, dried rosemary, garlic powder, red chili flakes, dried thyme",Italian
154,"salt, garlic salt, fresh parsley, ground chuck, bread crumbs, black pepper, ground pork, Italian bread, grated Parmesan, eggs",Italian
155,"olive oil, red pepper flakes, fresh basil, grated Parmesan Romano cheese, garlic, salt, fresh mozzarella, crushed tomatoes, ravioli",Italian
156,"celery stalks, cherry tomatoes, trofie, garlic cloves, basil leaves, pitted black olives, chilli flakes, whole peeled tomatoes, brown lentils, red wine, red wine vinegar, vegetable stock, grated pecorino, extra-virgin olive oil, onion",Italian
157,"pizza sauce, mozzarella cheese, boneless pork loin chops, Italian dressing, hot dog buns",Italian
158,"milk, grated Parmesan cheese, olive oil, pesto, all-purpose flour, warm water, fresh basil leaves, salt, granulated sugar, egg, asiago cheese, active dry yeast",Italian
159,"non-fat ricotta cheese, red pepper flakes, zucchini, italian seasoning, fresh spinach, onion, peas, garlic clove, lasagna noodles, marinara sauce, olive oil, shredded mozzarella cheese, grated nutmeg, whole milk ricotta cheese",Italian
160,"Parmigiano Reggiano, sea salt, butter, white wine, black pepper, olive oil, risotto rice, butter, onion, homemade chicken stock",Italian
161,"Italian seasoning, marinara sauce, no boil lasagna, garlic powder, lemon, nutritional yeast, salt, firm tofu, olive oil, frozen spinach, black pepper",Italian
162,"mozzarella, shredded mozzarella cheese, fresh basil leaves, pasta, tomato sauce",Italian
163,"grated Parmesan, fresh basil leaves, toasted pine nuts, extra-virgin olive oil, large garlic cloves",Italian
164,"salt, pepper, diced tomatoes, granulated sugar, mozzarella cheese, olive oil, dried parsley, whole milk ricotta cheese, dried basil, salt, bay leaves, mozzarella cheese, water, lasagna noodles, garlic, dried basil, tomato sauce, grated Parmesan cheese, Italian seasoning, ground beef, yellow onion",Italian
165,"cracked pepper, salt, tomato paste, sugar, onion, garlic, dried basil, diced tomatoes, green pepper, lean ground beef, bay leaves, celery, tomato sauce, extra-virgin olive oil, dried oregano",Italian
166,"salt, extra virgin olive oil, boiling water, freshly ground black pepper, tonnarelli, Cacio de Roma",Italian
167,"fennel bulb, fennel bulb, sweet Italian sausage links, dried sage leaves, crushed (optional), cannellini beans, garlic, Bertolli Vodka Sauce, Bertolli Vodka Sauce, penne pasta, dried sage leaves, crushed (optional), garlic, cannellini beans, penne pasta, sweet Italian sausage links",Italian
168,"eggs, zucchinis, whole wheat bread crumbs, Parmesan, olive oil, italian seasoning",Italian
169,"mozzarella, all purpose flour, ground beef, grated Parmesan, salt, eggs, salt, lasagna noodles, eggs, water, pepper, garlic powder, parsley flakes, ricotta, pasta sauce, pepper, salt",Italian
170,"grated Parmesan cheese, potato gnocchi, ground black pepper, baby spinach leaves, kosher salt, whole milk, salted butter, all-purpose flour, nutmeg, rotisserie chicken, garlic, sliced mushrooms, regular chicken broth",Italian
171,"pasta, bread crumbs, salt, pepper, ground turkey, spaghetti sauce, fresh mozzarella, egg, onion, dried basil leaves, olive oil, parmesan reggiano cheese, garlic, dried oregano",Italian
172,"fresh herbs, red pepper flakes, sourdough bread, grated cheese, garlic, fresh herbs, unsalted butter, salt",Italian
173,"chicken, boneless skinless chicken breasts, crumbled feta, fresh spinach, sun dried tomatoes, sun dried tomatoes, chicken",Italian
174,"medium onion, boneless skinless chicken breasts, bell peppers, marinara sauce, pepper, basil, oregano, salt",Italian
175,"olive oil, black pepper, broccoli florets, paprika, fettuccine, butter, all purpose flour, olive oil, garlic powder, garlic cloves, peeled shrimp, red pepper flakes, salt, grated Parmesan cheese, chicken broth, lemon juice, salt, grated Parmesan cheese, fresh parsley, dried basil, cream cheese, milk, shredded mozzarella cheese, pepper",Italian
176,"fresh basil leaves, fresh mozzarella cheese, salt, rustic bread, granulated garlic, cracked black pepper, tomato, olive oil",Italian
177,"pepperoni, salami, sour dough bread, marinara sauce, mozzarella cheese, butter",Italian
178,"basil, tomato paste, vegetable stock, dry white wine, chopped tomatoes, basil, red onion, salt, garlic, tomatoes, olive oil, arborio rice",Italian
179,"penne pasta, KRAFT Shredded Low-Moisture Part-Skim Mozzarella Cheese, spaghetti sauce, water, lean ground beef",Italian
180,"Wish-Bone® Robusto Italian Dressing, arugula, water, sun-dried tomatoes in oil, cannellini beans",Italian
181,"garlic, sweet onion, italian sausage, freshly grated Parmesan, cornmeal, kosher salt, olive oil, mozzarella, freshly ground black pepper, crushed red pepper flakes, italian seasoning, fresh basil leaves, plum tomatoes, pizza dough",Italian
182,"olive oil, frozen peas, garlic, prosciutto, kosher salt, fusilli, crushed red pepper flakes, parmigiano reggiano",Italian
183,"grated Parmesan cheese, tomato sauce, mozzarella cheese, ricotta cheese, jumbo pasta shells, parsley, large eggs",Italian
